to_project_name,grant_pool_name,from_project_name,f0_
eppie-io,GG-17 - 0x9c3b81967eafba0a451e324417dd4f3f353b997b,gitcoin,293.17632833123207
ethereumhn,GG-17 - 0xaa40e2e5c8df03d792a52b5458959c320f86ca18,gitcoin,118.21595549583435
kakarot-kkrt-labs,GG-17 - 0xdf22a2c8f6ba9376ff17ee13e6154b784ee92094,gitcoin,12404.60389329493
internet-archive,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,gitcoin,319.49219230338565
zeroknowledgefm,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,gitcoin,1094.4861636633891
idena-network,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,18081.409731940344
tapexyz,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,28379.401373256198
lume-web,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,308.80900756599226
metagov,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,569.85769670389288
therougeproject,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,2020.590376939444
pairwise-general-magic,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,498.06794388033006
bloomnetwork,GG-18 - 0x9331fde4db7b9d9d1498c09d30149929f24cf9d5,gitcoin,604.65938191529062
cadcad-org,GG-18 - 0xc5fdf5cff79e92fac1d6efa725c319248d279200,gitcoin,253.92590074928012
,GG-18 - 0xf591e42dfdfe8e62c2085ccaadfe05f84d89d0c6,gitcoin,14623.69558009821
lexdao,GG-19 - 0x0f0b9d9f72c1660905c57864e79ceb409ada0c9e,gitcoin,74.743028533644974
,GG-19 - 0x36f548e082b09b0cec5b3f5a7b78953c75de5e74,gitcoin,7286.5246446703868
,GG-19 - 0x40511f88b87b69496a3471cdbe1d3d25ac68e408,gitcoin,5518.39499607587
,GG-19 - 0x4727e3265706c59dbc31e7c518960f4f843bb4da,gitcoin,5928.6194127158506
web3event,GG-19 - 0x6726fe9c89fb04eaef388c11cf55be6aa0a62fb9,gitcoin,1798.8148099880375
thunder-chat-app,GG-19 - 0x6726fe9c89fb04eaef388c11cf55be6aa0a62fb9,gitcoin,1699.188158367426
wise-crowds-liberating-structures,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,541.57351304556767
banklessdao,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,2121.679798244912
metagov,GG-19 - 0xa7608d95a93cc684f2719323d40cbd0f59afe7d4,gitcoin,85.3692171105231
0xnextlabs,GG-19 - 0xc34745b3852df32d5958be88df2bee0a83474001,gitcoin,1658.4326056543846
elefria-labs,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,3002.0384591791171
heyxyz,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,37494.61893768327
plebbit,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,382.43985484466276
opscientia,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,5721.4670108072951
freezingmoon,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,486.35967941178831
kleo-network,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,5746.77274789177
militereum,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,642.65896812991593
definomics-labs,GG-19 - 0xe168ac27b7c32db85478a6807640c8bca1220d15,gitcoin,6316.8550224731371
carmineoptions,GG-20 - 25,gitcoin,7798.6106786900282
hypercerts,GG-20 - 25,gitcoin,5984.3734570499828
hvax,GG-20 - 25,gitcoin,40031.368079167485
vocdoni,GG-20 - 25,gitcoin,5411.4848738408955
dragverse,GG-20 - 25,gitcoin,930.21044766030082
tapexyz,GG-20 - 25,gitcoin,12371.370651590449
eth-wizard-stake-house,GG-20 - 26,gitcoin,2092.5295556824994
ethstaker,GG-20 - 26,gitcoin,22965.167109952159
nicenode,GG-20 - 26,gitcoin,3146.123339801547
lighthouse-sigp,GG-20 - 26,gitcoin,6578.2911401172314
ethers-io,GG-20 - 27,gitcoin,32879.365085006393
fabdaotw,GG-20 - 28,gitcoin,1583.5247930714775
,GG-20 - 9,gitcoin,6271.0998895312523
glo-foundation,GG-21 - 11,gitcoin,5865.92548481078
citizenwallet,GG-21 - 11,gitcoin,4540.4393196347373
giveth,GG-21 - 385,gitcoin,10485.002491842844
zktlabs,GG-21 - 389,gitcoin,5145.455725554184
fundingthecommons,GG-22 - 608,gitcoin,13896.581675396079
jinni-health,GG-22 - 608,gitcoin,271.57939116501637
kiwi-news-attestate,GG-22 - 608,gitcoin,2985.4089556898125
revoke-cash,GG-22 - 608,gitcoin,27881.384320731442
solidity-ethereum,GG-22 - 609,gitcoin,4692.4398797163694
ultrasoundmoney,GG-22 - 610,gitcoin,10275.979706376951
,PartnerRound - 0x1a5a0b247dc3230079ebb4c7c6f258ef3067d010 - 10,gitcoin,5286.9156500277722
citizenwallet,PartnerRound - 0x546b0bf47c5b5253ff83c8d614662adb7d3ba9b1 - 137,gitcoin,5375.6662670856413
atilatech,PartnerRound - 0x5b95acf46c73fd116f0fedadcbedf453530e35d0 - 10,gitcoin,44.26745356021415
,PartnerRound - 0x8036af633689ef8a746e59e4145552e21577efcc - 324,gitcoin,87011.0959702895
,PartnerRound - 0x8dce7a66e0c310f9f89e847dba83b2344d589161 - 250,gitcoin,401019.29711093992
defieye,PartnerRound - 0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc - 10,gitcoin,8180.9469952923828
viaprize,PartnerRound - 0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc - 10,gitcoin,961.18438191618441
kairosresearch,PartnerRound - 0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc - 10,gitcoin,2298.8241225193569
easpulse,PartnerRound - 0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc - 10,gitcoin,3618.3412143051837
,PartnerRound - 0xbdccbba5c4c5dad41ce020ed725a483e1a43cf0e - 137,gitcoin,2153.4590747622856
stateless-art,PartnerRound - 0xc5262fc451a72f68f83563e30126d9c1d5d77659 - 42161,gitcoin,236.60247693814077
stiame,PartnerRound - 0xc97d35206250092b1ec22299fa69f88ed171f0f7 - 10,gitcoin,101.15329336966965
ecosynthesisx,PartnerRound - 0xe03ebeb65bf0704f208bff15d994ea246d69b96c - 137,gitcoin,334.90705335763334
,PartnerRound - 0xe7fccab24b5469ff2ff8898875b43a992aacb56f - 10,gitcoin,779.61481857788749
,PartnerRound - 11 - 1329,gitcoin,285601.56636720704
,PartnerRound - 4 - 137,gitcoin,160.43550898635166
,PartnerRound - 4 - 534352,gitcoin,99.067446798086166
,PartnerRound - 5 - 10,gitcoin,2058.1812717493158
,PartnerRound - 79 - 8453,gitcoin,227.97839362034574
,PartnerRound - 9 - 1329,gitcoin,376950.62885851058
babel,contributions,opencollective,1377185.3700000006
jedisct1,contributions,opencollective,19322.73
numpy,contributions,opencollective,236625.33999999988
solid-grinder-ratimon,grants_season_4,optimism,43750.0
cadcad-org,CGrants - Direct,gitcoin,1434.1771012366191
show-karma,CGrants - Direct,gitcoin,402.65435964091932
kiwi-news-attestate,CGrants - Direct,gitcoin,27.200000000000003
rekthq,GG-08,gitcoin,7175.1214080775562
openethereum,GG-10,gitcoin,369.35430035274777
endangeredtokens,GG-12,gitcoin,394.17846382105495
pharoacm,GG-13,gitcoin,66.23571995122596
chainlink,GG-14,gitcoin,233.85580398084568
lume-web,GG-15,gitcoin,845.95447836051619
daocoa,GG-15,gitcoin,12.0
crossbell-box,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,3421.8038142994046
accountjs,GG-17 - 0x859faeaa266ba13bd1e72eb6dd7a223902d1adfe,gitcoin,21.604321837425232
,GG-17 - 0xf1c021df6dc6b2dc2e5a837cdfddc2f42503233b,gitcoin,1117.2967926338315
lensplay,GG-19 - 0xc34745b3852df32d5958be88df2bee0a83474001,gitcoin,1433.9489474654306
pairwise-general-magic,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,993.39305991825381
codingshdev,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,291.53541695505089
bcdevs,GG-20 - 25,gitcoin,238.96791725581545
metagov,GG-20 - 26,gitcoin,1522.937512309092
growthepie,GG-21 - 389,gitcoin,1908.7338591183177
thesellouts,GG-22 - 608,gitcoin,537.72494231480084
thebadge,GG-22 - 608,gitcoin,371.00199066996856
viaprize,GG-22 - 608,gitcoin,1167.1059559402192
vocdoni,GG-22 - 608,gitcoin,3538.4288390739121
theforus,GG-22 - 610,gitcoin,455.90753685367235
iberoam,PartnerRound - 0x0936de3fc187bdc3059a0a893c1cabe5384c418a - 137,gitcoin,59.009270218206311
growthepie,PartnerRound - 0x59d79b22595b17af659ce9b03907615f53742c57 - 42161,gitcoin,756.88552476847553
thunder-chat-app,PartnerRound - 0x59d79b22595b17af659ce9b03907615f53742c57 - 42161,gitcoin,1288.0684086203576
153x153x153,PartnerRound - 0x5b95acf46c73fd116f0fedadcbedf453530e35d0 - 10,gitcoin,671.46370248345283
mechanism-institute,PartnerRound - 0x5b95acf46c73fd116f0fedadcbedf453530e35d0 - 10,gitcoin,1232.5710255965687
giveth,PartnerRound - 0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad - 42161,gitcoin,5019.6769340790806
beethoven-x,PartnerRound - 0x8dce7a66e0c310f9f89e847dba83b2344d589161 - 250,gitcoin,31235.739916747807
ecosynthesisx,PartnerRound - 0xc594d81be44372f739f6fed925188df1608aaff3 - 43114,gitcoin,176.597364831287
botdao,PartnerRound - 0xd0a086c37fbd20c44f3ba2cff69208d1b62f54e3 - 42161,gitcoin,1694.8272350159475
,PartnerRound - 22 - 42220,gitcoin,4056.401272416922
luncosim,PartnerRound - 28 - 534352,gitcoin,23.02315726224333
attestation-station-interface-sbvegan,retropgf2,optimism,66513.0
sourcify-ethereum,GG-10,gitcoin,33.25
ethereum-etl-blockchain-etl,GG-11,gitcoin,125.07690526967957
spaghetteth,GG-12,gitcoin,107.44345151976044
grassrootseconomics,GG-12,gitcoin,1535.0358240443081
buidlguidl,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,355.62894625216722
viaprize,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,896.76421368867159
edendao,GG-17 - 0x421510312c40486965767be5ea603aa8a5707983,gitcoin,105.16943246126175
gainforest,GG-17 - 0x6e8dc2e623204d61b0e59e668702654ae336c9f7,gitcoin,555.2296576499939
quark-id,GG-17 - 0x9c3b81967eafba0a451e324417dd4f3f353b997b,gitcoin,119.08474585413933
eggcess-tech,GG-19 - 0x6726fe9c89fb04eaef388c11cf55be6aa0a62fb9,gitcoin,20.006259065274207
cryptosmartnow,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,238.13232157773649
rite-of-moloch,GG-19 - 0xa7608d95a93cc684f2719323d40cbd0f59afe7d4,gitcoin,189.38195476397414
cadcad-org,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,169.31863771565259
metagov,GG-20 - 31,gitcoin,6432.4662503187956
urbanika,GG-20 - 31,gitcoin,9022.8720519572125
lifespanio,GG-21 - 385,gitcoin,493.31158764860726
jiffy-labs,GG-22 - 610,gitcoin,161.56900176427163
dataverse-os,PartnerRound - 0xc758d062c38c3f69f90e90c06679a1d7b047216f - 10,gitcoin,32.253869518637657
nftearth,PartnerRound - 0xd0a086c37fbd20c44f3ba2cff69208d1b62f54e3 - 42161,gitcoin,334.04079378815368
,PartnerRound - 39 - 534352,gitcoin,365.52775752544403
overnight,grants_season_2,optimism,500000.0
findcaster-limone-eth,retropgf3,optimism,17391.36
nethermindeth,GG-05,gitcoin,1744.5728553170879
upala-digital-identity,GG-07,gitcoin,647.358242173404
signless-ux,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,232.92594952136278
quest-chains,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,287.21126435138285
thunder-chat-app,GG-17 - 0x9c3b81967eafba0a451e324417dd4f3f353b997b,gitcoin,108.75553204119205
fabdaotw,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,gitcoin,1498.2223155081024
inferer,GG-19 - 0x6726fe9c89fb04eaef388c11cf55be6aa0a62fb9,gitcoin,59.299584863128985
aikilabs,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,59.807053146389961
fundingthecommons,GG-21 - 11,gitcoin,3951.1718263038738
urbanika,PartnerRound - 0xc5262fc451a72f68f83563e30126d9c1d5d77659 - 42161,gitcoin,341.37565811004208
,PartnerRound - 130 - 8453,gitcoin,535.70210600639257
pion,contributions,opencollective,9857.0
sourcecred,GG-13,gitcoin,90.6374508569265
blockhead-darryl-yeo,GG-14,gitcoin,62.54841787647208
wallidprotocol,GG-15,gitcoin,66.716855359545775
solidity-guild,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,gitcoin,269.62828319265026
kredeum,GG-20 - 27,gitcoin,676.21763988523526
bloomnetwork,GG-20 - 31,gitcoin,5888.483356673808
bloomnetwork,GG-21 - 14,gitcoin,1501.6655635877189
radicalxchange,GG-04,gitcoin,455.5988983727
alto-io,GG-11,gitcoin,104.2008845745009
wireshape,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,66.103716135025024
0xnextlabs,GG-17 - 0x64e5b2228ef31437909900b38fc42dd5e4b83147,gitcoin,710.33915829658508
mesoreefdao,GG-17 - 0x6e8dc2e623204d61b0e59e668702654ae336c9f7,gitcoin,147.45605367422104
ethcali,GG-17 - 0xaa40e2e5c8df03d792a52b5458959c320f86ca18,gitcoin,74.571158051490784
luncosim,GG-20 - 39,gitcoin,801.20839159743628
stateborn,PartnerRound - 0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad - 42161,gitcoin,203.07913349363136
gitcoin,PartnerRound - 0xdfada635d8d489d6a70e507ff1617aa199224f5e - 424,gitcoin,1.8875113725662231
,PartnerRound - 119 - 8453,gitcoin,40.177185706794262
,PartnerRound - 37 - 42161,gitcoin,132.86525253206491
sushi,CGrants - Direct,gitcoin,5.6999999999999993
infinitywallet,GG-07,gitcoin,8.9133179760100134
88-mph,GG-08,gitcoin,186.60337111516719
chocomintapp,GG-14,gitcoin,46.3745036222802
c-atts,GG-20 - 9,gitcoin,124.49327707290649
spaghetteth,GG-22 - 608,gitcoin,1550.437001374851
,PartnerRound - 123 - 8453,gitcoin,18.7720381814579
fission-codes,contributions,opencollective,110.0
useweb3,GG-07,gitcoin,359.18541127673444
open-cann,GG-20 - 39,gitcoin,591.566844257656
,PartnerRound - 15 - 324,gitcoin,51.05381459929049
curvegrid-multibaas,grants_season_4,optimism,101500.0
vocdoni,GG-05,gitcoin,826.25042925911293
inferer,GG-17 - 0x859faeaa266ba13bd1e72eb6dd7a223902d1adfe,gitcoin,23.464279532432556
decert-me,GG-18 - 0x30c381033aa2830ceb0aa372c2e4d28f004b3db9,gitcoin,61.785720090166315
cadcad-org,GG-21 - 387,gitcoin,739.39019581520847
bonding-curves,GG-21 - 57,gitcoin,5420.9576066229938
open-rpc,contributions,opencollective,1620.69
sonne-finance,retropgf3,optimism,286957.685
cambiatus,CGrants - Direct,gitcoin,20.0209225
metagov,GG-10,gitcoin,138.72064991784251
brewitmoney,GG-14,gitcoin,9.11536447411294
hashkeyhub,GG-17 - 0x9c3b81967eafba0a451e324417dd4f3f353b997b,gitcoin,165.92522908747196
shenanigandapp,GG-07,gitcoin,374.39617223283608
treejer,GG-09,gitcoin,181.86828935726393
mybucks-online,GG-22 - 608,gitcoin,35.114575322368182
,PartnerRound - 10 - 8453,gitcoin,46.559901102259751
sushi,retropgf3,optimism,347827.48
easpulse,GG-06,gitcoin,35.7623031787052
codingshdev,GG-15,gitcoin,148.53080252676725
crypto-stats,GG-17 - 0xaa40e2e5c8df03d792a52b5458959c320f86ca18,gitcoin,70.318308591842651
makewaterorg,GG-17 - 0xaa40e2e5c8df03d792a52b5458959c320f86ca18,gitcoin,1905.6683782339096
pizzadao,GG-15,gitcoin,37.420276711798245
,PartnerRound - 0x21c8d23efa0fe20216ede8a92fc19bee3ab4cf70 - 10,gitcoin,10.919364452362061
democracyearth,GG-05,gitcoin,99.410120976034065
talentlayer-labs,CGrants - Direct,gitcoin,41.06191191
dapp-learning-dao,GG-13,gitcoin,1.554665
psydao,GG-17 - 0x6e8dc2e623204d61b0e59e668702654ae336c9f7,gitcoin,174.84708231687546
stiame,PartnerRound - 0xddd305594dc560e1177f18da8329136936ce1f43 - 534352,gitcoin,6.5366389863193035
chaineresearch,GG-12,gitcoin,27.225047016447075
,PartnerRound - 22 - 10,gitcoin,11.238272190093994
unitapapp,retrofunding4,optimism,2773.30525742771
wighawag,GG-15,gitcoin,176.52227912624818
endangeredtokens,CGrants - Direct,gitcoin,643.24927212996727
extra-finance,grants_season_4,optimism,182000.0
plebbit,CGrants - Direct,gitcoin,7534.5442989723006
dna-seq,GG-17 - 0x6e8dc2e623204d61b0e59e668702654ae336c9f7,gitcoin,4608.8668898940086
poolfish-xyz,GG-15,gitcoin,55.700192036081241
zerius-io,retrofunding4,optimism,19435.9628901692
itu-blockchain,retropgf3,optimism,260870.61
unruggable-labs,retropgf3,optimism,0.0
spaghetteth,GG-04,gitcoin,553.071
usecannon,retropgf3,optimism,347827.48
coinpassport,retropgf3,optimism,0.0
beepopula,GG-15,gitcoin,27.686433991690571
learnweb3dao,retropgf3,optimism,173913.74
luncosim,GG-14,gitcoin,57.001955250219432
pentaclexyz,GG-17 - 0xaa40e2e5c8df03d792a52b5458959c320f86ca18,gitcoin,274.58586239814758
,PartnerRound - 0xe0a6f4e932b16c85318a77de43b7048863c522d2 - 42161,gitcoin,17.685542106628418
,PartnerRound - 9 - 137,gitcoin,1.2101326286792755
0xnextlabs,CGrants - Direct,gitcoin,30.4817855
ethereum-etl-blockchain-etl,GG-12,gitcoin,3.9671123795167675
ethereum-etl-blockchain-etl,GG-15,gitcoin,1.126086
reach-sh,GG-13,gitcoin,34.578259288383677
zeroex,grants_season_1,optimism,300000.0
sound-xyz,retrofunding4,optimism,498176.430285184
blockhead-darryl-yeo,retropgf3,optimism,133781.41
,PartnerRound - 126 - 8453,gitcoin,2.5154228806495667
tinybasedfrog-dailofrog,retrofunding4,optimism,0.0
hypercerts,retropgf3,optimism,330436.12
,PartnerRound - 12 - 43114,gitcoin,2.6983094215393066
gitcoin,PartnerRound - 0x4c9cb06c6b69ac42a8737389c12dd77a1cc90d04 - 250,gitcoin,49.9838924407959
coin-cashew,GG-09,gitcoin,9.9516734787003891
pool-together,retropgf2,optimism,81826.5
zeeve-app,retrofunding5,optimism,112924.237623544
go-ethereum-hdwallet-miguelmota,retropgf3,optimism,173913.74
cliqueofficial,retropgf2,optimism,27052.5
opensource-observer,retropgf3,optimism,447699.21
otterspace-xyz,grants_season_2,optimism,62500.0
omniswap-omnibtc,grants_season_4,optimism,157500.0
peerbit-dao-xyz,contributions,opencollective,175.38
dappnode,GG-15,gitcoin,3.71965448
gitcoin,PartnerRound - 1 - 43114,gitcoin,1.5650996983474341
optinames-optimismresolver,retropgf3,optimism,173913.74
wallet-abstraction-qd-qd,retropgf3,optimism,347827.48
connext,grants_season_1,optimism,300000.0
esteroids,retropgf2,optimism,7140.0
optinames-optimismresolver,grants_season_3,optimism,67500.0
wakeuplabs,retropgf3,optimism,69565.51
secureum-race,retropgf3,optimism,347827.48
spaghetteth,retropgf3,optimism,69565.51
nouns-ourzora,retrofunding4,optimism,57147.4498864508
code-423n4,retrofunding5,optimism,183401.008219378
dapp-learning-dao,retropgf3,optimism,139130.985
creativeplatform,CGrants - Direct,gitcoin,2.089561
metronomo-xyz,grants_season_3,optimism,33750.0
nicenode,retropgf3,optimism,260870.61
edendao,PartnerRound - 0xf85916a04774a9c5e9786c70101c7911053533a1 - 10,gitcoin,1.052079557441175
dappykit,grants_season_4,optimism,87500.0
jobstash,retropgf3,optimism,57739.36
debridge-finance,grants_season_4,optimism,175000.0
runtimeverification,retrofunding5,optimism,163985.164716897
ethers-io,retropgf2,optimism,313711.5
nodeguardians,retrofunding5,optimism,156296.522662345
codingshdev,GG-13,gitcoin,1.0
sonne-finance,grants_season_3,optimism,375000.0
shipyard-software,retropgf3,optimism,173913.74
ethernautdao,retropgf3,optimism,347827.48
erigon-ledgerwatch,retropgf2,optimism,212475.0
membranefi,grants_season_4,optimism,77875.0
,PartnerRound - 672 - 42161,gitcoin,0.25151637196540833
devtrou-int,retrofunding4,optimism,0.0
lenspost-labs,retrofunding4,optimism,0.0
scryprotocol,GG-06,gitcoin,0.00620360464972725
angle-protocol,grants_season_2,optimism,312500.0
revm-bluealloy,GG-15,gitcoin,5.0
bonding-curves,retropgf3,optimism,173913.74
openzeppelin,retropgf2,optimism,272647.5
synapse,retrofunding4,optimism,248616.327782192
openocean-finance,retropgf3,optimism,156522.38
rubicon,grants_season_1,optimism,900000.0
giveth,grants_season_3,optimism,60000.0
decommas,grants_season_4,optimism,70000.0
vu3th,CGrants - Direct,gitcoin,1.1246938157805
stiame,PartnerRound - 618 - 42161,gitcoin,0.016139950603246689
robo-labs,grants_season_3,optimism,37500.0
stephharris-receipts,retrofunding4,optimism,7949.8795012947
trueblocks,retropgf3,optimism,478262.82
frame-floating,CGrants - Direct,gitcoin,11479.35823909073
ethstaker,CGrants - Direct,gitcoin,4268.6202730712457
ethhub-io,CGrants - Direct,gitcoin,42354.827605516519
eth-limo,CGrants - Direct,gitcoin,3442.7841076783907
lexdao,CGrants - Direct,gitcoin,1275.4365209201178
tapexyz,CGrants - Direct,gitcoin,5642.2832106726628
project-lion-ai,CGrants - Direct,gitcoin,742.96374404021981
dappnode,GG-04,gitcoin,11316.932
rotki,GG-05,gitcoin,3745.4773026060793
trueblocks,GG-05,gitcoin,392.66956845295704
ethhub-io,GG-05,gitcoin,5865.5187898953354
vyperlang,GG-06,gitcoin,756.32762565634573
prysmaticlabs,GG-06,gitcoin,7655.2513437886655
democracyearth,GG-07,gitcoin,4065.5095797082927
nethermindeth,GG-09,gitcoin,19109.5558336837
idena-network,GG-09,gitcoin,4322.0121006773834
vocdoni,GG-09,gitcoin,3139.0381116779786
,GG-10,gitcoin,883471.94666933024
commons-stack,GG-10,gitcoin,61438.885287229736
commonsbuild,GG-10,gitcoin,2096.5332335826638
brightid,GG-10,gitcoin,48321.213527614025
weekinethnews,GG-10,gitcoin,5381.621209502192
ethhub-io,GG-10,gitcoin,24529.973189922817
frame-floating,GG-11,gitcoin,51110.048336649845
weekinethnews,GG-11,gitcoin,2051.9931194113396
leastauthority,GG-11,gitcoin,1279.808064602398
rekthq,GG-12,gitcoin,46516.645212709576
itu-blockchain,GG-12,gitcoin,999.13810797829444
giveth,GG-12,gitcoin,5517.4944882125792
depayfi,GG-12,gitcoin,12911.917049220563
blockhead-darryl-yeo,GG-12,gitcoin,16660.014023649877
proof-of-humanity,GG-12,gitcoin,9641.4882650615946
radicalxchange,GG-12,gitcoin,267.06276012201494
trueblocks,GG-13,gitcoin,2478.4941155509591
brightid,GG-13,gitcoin,11508.467986640728
defieye,GG-13,gitcoin,53831.279910277182
farcaster-indexer-gskril,GG-13,gitcoin,5414.8924268860674
buidlguidl,GG-14,gitcoin,13073.947756151072
rekthq,GG-14,gitcoin,19930.710640208086
zeropoolnetwork,GG-14,gitcoin,39615.478890075385
via-protocol,GG-14,gitcoin,60173.717598423238
lume-web,GG-14,gitcoin,9232.1233456892533
farcaster-indexer-gskril,GG-14,gitcoin,11037.334837979395
1hive,GG-14,gitcoin,6257.3050963801516
internet-archive,GG-14,gitcoin,54248.53145050977
loanshark,GG-14,gitcoin,5297.557524443383
relaycc,GG-14,gitcoin,2824.4585614535226
shenanigandapp,GG-14,gitcoin,123.64591776354777
ethstaker,GG-15,gitcoin,70467.625779692011
l2beat,GG-15,gitcoin,70878.83170874427
commonsbuild,GG-15,gitcoin,970.21258377751019
heyxyz,GG-15,gitcoin,56940.786559484928
luncosim,GG-15,gitcoin,11570.5757484015
poapin-glory-lab,GG-15,gitcoin,6416.3605974427091
laboriginweb3,GG-15,gitcoin,2681.2215561186863
lakat-os,GG-15,gitcoin,6639.0485753139574
therougeproject,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,2527.8987278044224
brightid,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,8394.4722508696141
hashkeydid,GG-17 - 0x9c3b81967eafba0a451e324417dd4f3f353b997b,gitcoin,455.23046936094761
otterscan,GG-17 - 0xdf22a2c8f6ba9376ff17ee13e6154b784ee92094,gitcoin,877.459556043148
ethstaker,GG-17 - 0xdf22a2c8f6ba9376ff17ee13e6154b784ee92094,gitcoin,1951.455933406949
nicenode,GG-17 - 0xdf22a2c8f6ba9376ff17ee13e6154b784ee92094,gitcoin,928.18531757593155
,GG-18 - 0x10be322de44389ded49c0b2b73d8c3a1e3b6d871,gitcoin,5112.6781070051074
protocol-guild,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,gitcoin,27937.28392722239
ethers-io,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,gitcoin,10801.064198976019
trueblocks,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,gitcoin,5098.4663854354831
poapin-glory-lab,GG-18 - 0x30c381033aa2830ceb0aa372c2e4d28f004b3db9,gitcoin,94.666934693332735
,GG-18 - 0x69e423181f1d3e6bebf8ab88030c36da73785f26,gitcoin,83753.358908255454
pulsarswap,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,920.37964455134943
dspytdao,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,411.33712843947512
loanshark,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,21967.54352573022
dfarchon,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,600.99250743059929
scryprotocol,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,116.91140269025813
luncosim,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,807.2999700491896
tor-project,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,2624.2810174052347
revoke-cash,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,45277.096872622518
hildr-optimism-java,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,878.66753392244323
fusion-drum-n-bass,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,838.809034046388
likecoin,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,511.4599540717353
plebbit,GG-18 - 0x9331fde4db7b9d9d1498c09d30149929f24cf9d5,gitcoin,6172.2216837220494
eth-limo,GG-18 - 0x9331fde4db7b9d9d1498c09d30149929f24cf9d5,gitcoin,1399.8163024277324
endangeredtokens,GG-18 - 0xb6be0ecafdb66dd848b0480db40056ff94a9465d,gitcoin,6128.4446132655266
shambadynamic,GG-18 - 0xb6be0ecafdb66dd848b0480db40056ff94a9465d,gitcoin,2846.97540645619
metagov,GG-19 - 0x0f0b9d9f72c1660905c57864e79ceb409ada0c9e,gitcoin,150.98035540711135
