to_project_name,grant_pool_name,from_project_name,f0_
amphitheatre-app,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,260.23063157437269
growthepie,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,1536.5109483417912
rantomdotapp,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,449.07315637724332
serenita-org,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,824.704317540067
idriss-crypto,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,24628.704606854346
open-cann,GG-20 - 25,gitcoin,1317.3704253512094
,GG-20 - 26,gitcoin,66506.0226879035
candide-labs,GG-20 - 26,gitcoin,2515.4859621546248
ringsnetwork,GG-20 - 26,gitcoin,803.12446135581877
lifespanio,GG-20 - 26,gitcoin,1194.6503784056472
ethereum-attestation-service,GG-20 - 26,gitcoin,21942.297971985197
openzeppelin,GG-20 - 27,gitcoin,27225.718087076853
commons-stack,GG-20 - 9,gitcoin,350.22395100811809
pairwise-general-magic,GG-20 - 9,gitcoin,122.62067191297501
raid-guild,GG-21 - 385,gitcoin,3627.5487433602902
,GG-21 - 388,gitcoin,133373.94008266777
0xnextlabs,GG-21 - 389,gitcoin,4494.4884839568313
nicenode,GG-21 - 389,gitcoin,1371.3957864498359
c-atts,GG-22 - 608,gitcoin,539.32041367199463
bonding-curves,GG-22 - 609,gitcoin,2738.344455491851
wevm,GG-22 - 609,gitcoin,34772.560579902834
lighthouse-web3,GG-22 - 609,gitcoin,5727.5831801820241
0xfacet,GG-22 - 610,gitcoin,16519.117816045804
,GG-22 - 610,gitcoin,29145.508422592979
blockscout,GG-22 - 642,gitcoin,4569.1894114163806
,GG-22 - 648,gitcoin,104700.00977557726
stiame,PartnerRound - 0x07d3e91048bcb5a1e815d2f515377126c97071bf - 534352,gitcoin,46.375339955091476
,PartnerRound - 0x546b0bf47c5b5253ff83c8d614662adb7d3ba9b1 - 137,gitcoin,119836.4824997323
commons-stack,PartnerRound - 0x546b0bf47c5b5253ff83c8d614662adb7d3ba9b1 - 137,gitcoin,6532.29398942458
geo-web,PartnerRound - 0x5aa255d5cae9b6ce0f2d9aee209cb02349b83731 - 42161,gitcoin,6296.063110054979
zuzapp,PartnerRound - 0x5b95acf46c73fd116f0fedadcbedf453530e35d0 - 10,gitcoin,2727.7438751929908
mummy-finance,PartnerRound - 0x8dce7a66e0c310f9f89e847dba83b2344d589161 - 250,gitcoin,186142.47450496853
opendataforweb3,PartnerRound - 0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc - 10,gitcoin,1786.8128040023159
planetarycouncil,PartnerRound - 0x984e29dcb4286c2d9cbaa2c238afdd8a191eefbc - 10,gitcoin,838.27249698473429
,PartnerRound - 0xccbde000bd8006bab437f2efbe6ecb0a3eb334af - 8453,gitcoin,1768.1343499852348
luncosim,PartnerRound - 0xe7fccab24b5469ff2ff8898875b43a992aacb56f - 10,gitcoin,104.96514506475069
,PartnerRound - 12 - 8453,gitcoin,11.329135060310364
,PartnerRound - 2 - 534352,gitcoin,3454.0570925429347
glo-foundation,PartnerRound - 66 - 10,gitcoin,2481.3876196921883
fractal-visions,PartnerRound - 9 - 8453,gitcoin,1239.5513146247272
sheetjs,contributions,opencollective,1872.3
webdriverio,contributions,opencollective,29252.51
ssbc,contributions,opencollective,32228.930000000004
pytest-dev,contributions,opencollective,73983.23
sindresorhus,contributions,opencollective,197900.05
go-task,contributions,opencollective,3445.0
lighthouse-sigp,GG-04,gitcoin,3000.2848753383014
weekinethnews,GG-05,gitcoin,10619.80764384451
crypto-fees-dmihal,GG-07,gitcoin,1649.3753692585008
zeropoolnetwork,GG-08,gitcoin,168.22568474701671
nethermindeth,GG-13,gitcoin,247.75003194736576
kotalco,GG-13,gitcoin,388.02645825841637
trueblocks,GG-14,gitcoin,6839.703555375987
poolfish-xyz,GG-14,gitcoin,552.85860282299655
maven-foundation,GG-14,gitcoin,8112.4246700108433
stereum-dev,GG-15,gitcoin,1240.0158544712895
krebitdao,GG-15,gitcoin,135.0903367960278
ethernaut-openzeppelin,GG-15,gitcoin,5486.2389985859527
atxdao,GG-15,gitcoin,1810.5794558555447
sourcify-ethereum,GG-15,gitcoin,234.04335255304684
plants-and-pillars,GG-17 - 0x421510312c40486965767be5ea603aa8a5707983,gitcoin,110.50018274784088
dapplet,GG-17 - 0xdf22a2c8f6ba9376ff17ee13e6154b784ee92094,gitcoin,1900.0759451389313
cryptosmartnow,GG-19 - 0x3ac78e1ae5086904d53b41c747188216789f59a7,gitcoin,2440.0180632060656
commons-stack,GG-19 - 0xa7608d95a93cc684f2719323d40cbd0f59afe7d4,gitcoin,119.04600716261666
zaratandotworld,GG-19 - 0xa7608d95a93cc684f2719323d40cbd0f59afe7d4,gitcoin,724.885793319163
othub-io,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,308.92068824664688
cryptosmartnow,GG-20 - 23,gitcoin,880.91188166546988
endangeredtokens,GG-20 - 29,gitcoin,2052.9980015400797
fundingthecommons,GG-21 - 385,gitcoin,6007.3570476787836
likecoin,GG-22 - 608,gitcoin,692.73240651627225
jobstash,GG-22 - 608,gitcoin,3360.1979285479783
ssbc,GG-22 - 608,gitcoin,75.457051309521518
bloomnetwork,GG-22 - 608,gitcoin,970.99760609071518
lexclinic,GG-22 - 610,gitcoin,389.26309561532952
know-your-rpc,GG-22 - 610,gitcoin,668.48729038188662
jacobhomanicsorganization,GG-22 - 642,gitcoin,125.30597356023692
decentralized-co-op,PartnerRound - 0x17eac673517c33ef43ab95013ee5bdea9250c76e - 10,gitcoin,2065.1795351651635
,PartnerRound - 0x1b43c763789500a0510be08f331b92ba78cfc503 - 10,gitcoin,4699.987698726356
viaprize,PartnerRound - 0x5b95acf46c73fd116f0fedadcbedf453530e35d0 - 10,gitcoin,4660.08956827927
inverternetwork,PartnerRound - 0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad - 42161,gitcoin,921.01844057844164
gitcoin,PartnerRound - 0xcd897f33a3fb4cce1b6f963b38c2bbde6c093f37 - 137,gitcoin,0.018772640265524387
,PartnerRound - 23 - 534352,gitcoin,40.0980327129364
lodestar-chainsafe,CGrants - Direct,gitcoin,213.53639591438824
go-ethereum,CGrants - Direct,gitcoin,520.4228227677122
walletconnect,GG-04,gitcoin,4390.003
lexdao,GG-13,gitcoin,3618.3757346151297
leastauthority,GG-15,gitcoin,621.76119883660556
spect-ai,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,106.78676796704531
fiat-connect,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,334.93047510832548
candide-labs,GG-17 - 0xdf22a2c8f6ba9376ff17ee13e6154b784ee92094,gitcoin,302.84358996152878
metricsdao,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,gitcoin,1977.91658948205
cosmosforhumanity,GG-19 - 0x911ae126be7d88155aa9254c91a49f4d85b83688,gitcoin,116.1773920506821
myseelia,GG-19 - 0xc34745b3852df32d5958be88df2bee0a83474001,gitcoin,67.395528590041067
punk-domains,GG-20 - 27,gitcoin,3130.1744701085222
1hive,GG-20 - 9,gitcoin,145.42694953451246
lexclinic,GG-21 - 385,gitcoin,497.45828135050203
raid-guild,GG-22 - 608,gitcoin,3603.5534750503866
metagov,GG-22 - 636,gitcoin,862.45921731159751
zenbiteth,GG-22 - 642,gitcoin,326.8902021524
cryptosmartnow,PartnerRound - 0x7492a8c4ed29b1f1559888bd832fae5d33e10370 - 424,gitcoin,279.90228510309169
luncosim,PartnerRound - 131 - 8453,gitcoin,32.523507617414
,PartnerRound - 7 - 10,gitcoin,91.27993887825869
hop-protocol,grants_season_1,optimism,1000000.0
immunefi-team,retrofunding5,optimism,106262.386736549
swellnetwork,CGrants - Direct,gitcoin,793.311612156889
pizzadao,GG-11,gitcoin,89.949883604658154
stereum-dev,GG-13,gitcoin,272.35235735993393
pool-together,GG-14,gitcoin,68.4284377612054
tokenengineeringcommunity,GG-18 - 0xc5fdf5cff79e92fac1d6efa725c319248d279200,gitcoin,955.81040380091872
green-digital-guardians,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,677.33993443138786
open-cann,GG-20 - 28,gitcoin,1356.5698892469236
ethereum-attestation-service,GG-21 - 11,gitcoin,3244.9831479299387
apeworx,GG-21 - 389,gitcoin,121.48091152644436
likecoin,GG-05,gitcoin,2036.7401608455061
cadcad-org,GG-14,gitcoin,94.018841107241556
1w3,GG-17 - 0x64e5b2228ef31437909900b38fc42dd5e4b83147,gitcoin,166.61761105060577
1hive,GG-17 - 0x64e5b2228ef31437909900b38fc42dd5e4b83147,gitcoin,40.008470952510834
inferer,GG-18 - 0x30c381033aa2830ceb0aa372c2e4d28f004b3db9,gitcoin,19.191426893463358
dna-seq,GG-20 - 39,gitcoin,9017.9521694950763
,PartnerRound - 95 - 8453,gitcoin,6.6533026134129614
galxe,grants_season_3,optimism,300000.0
akula-bft,CGrants - Direct,gitcoin,350.073871565163
bloomnetwork,GG-17 - 0x421510312c40486965767be5ea603aa8a5707983,gitcoin,105.28026485443115
fractalflows,GG-17 - 0x6e8dc2e623204d61b0e59e668702654ae336c9f7,gitcoin,56.387652218341827
buidlguidl,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,123.92632338183466
attentionadsqap,GG-19 - 0x0f0b9d9f72c1660905c57864e79ceb409ada0c9e,gitcoin,185.12455413769931
luncosim,PartnerRound - 0x07d3e91048bcb5a1e815d2f515377126c97071bf - 534352,gitcoin,33.423603396862745
,PartnerRound - 399 - 42161,gitcoin,32.630847433027611
,PartnerRound - 5 - 324,gitcoin,102.65158817707561
kontext-app,GG-08,gitcoin,2527.25546356429
dfarchon,GG-15,gitcoin,238.30766313648016
somos-colledge,GG-17 - 0xaa40e2e5c8df03d792a52b5458959c320f86ca18,gitcoin,63.9676628112793
kzg-marble-machine-xofee,GG-19 - 0xc9a01d3d2505d9d2418dd2da64d06cf53fd403a0,gitcoin,850.04272587496519
ethereum-attestation-service,retrofunding4,optimism,79309.7778188749
sadaiv-ci,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,82.322995491325855
crowdfundedcures,GG-17 - 0x6e8dc2e623204d61b0e59e668702654ae336c9f7,gitcoin,144.39212113618851
archlyorg,PartnerRound - 0x3e92c56dac4a262efcafce7a78381622092754fd - 10,gitcoin,58.867081008851528
kiwi-news-attestate,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,318.74807269256735
quadratic-systems,GG-21 - 387,gitcoin,41.390272446508405
waffle-truefieng,GG-09,gitcoin,522.3439651545076
fundpg,GG-20 - 25,gitcoin,253.76474805778835
raid-guild,CGrants - Direct,gitcoin,97.573917421258571
mesoreefdao,PartnerRound - 0x1b96ad9da78cf768e9b5f0bb508cecc3d353d740 - 42161,gitcoin,4.5812835744850036
gitcoin,PartnerRound - 0xf16c7c3e7bb378c716f2b349a999d8ce56f3cfb5 - 137,gitcoin,0.010524620010603059
thescinitiative,GG-17 - 0x6e8dc2e623204d61b0e59e668702654ae336c9f7,gitcoin,67.008011400699615
daimo-eth,retrofunding4,optimism,5054.31235407302
kiwi-news-attestate,PartnerRound - 0x7492a8c4ed29b1f1559888bd832fae5d33e10370 - 424,gitcoin,92.655518522711759
dspytdao,PartnerRound - 66 - 10,gitcoin,165.10857963562012
vocdoni,GG-12,gitcoin,72.970478839007527
unruggable-labs,GG-14,gitcoin,298.76532878499336
zaratandotworld,GG-21 - 384,gitcoin,281.99317938089371
testinprod-io,retrofunding5,optimism,442628.75660384796
synthetix,retropgf3,optimism,347827.48
brancheai,GG-18 - 0x30c381033aa2830ceb0aa372c2e4d28f004b3db9,gitcoin,79.311065723886713
wtfacademy,GG-21 - 44,gitcoin,502.82138771628763
,PartnerRound - 112 - 8453,gitcoin,1.7535921251401305
op-besu-optimism-java,retrofunding5,optimism,160049.520763691
cambiatus,GG-17 - 0x421510312c40486965767be5ea603aa8a5707983,gitcoin,46.786411583423615
opendataforweb3,GG-10,gitcoin,10.108932388293379
rndao,PartnerRound - 66 - 10,gitcoin,620.22555165223309
sourcify-ethereum,retropgf2,optimism,46116.0
synthetix-node-synthetixio,GG-15,gitcoin,293.00718377524134
dfarchon,GG-17 - 0x859faeaa266ba13bd1e72eb6dd7a223902d1adfe,gitcoin,19.664155602455139
4seascm,CGrants - Direct,gitcoin,6.7934645300000005
,PartnerRound - 673 - 42161,gitcoin,1.0017709732055664
crustio,retropgf3,optimism,260870.61
sprintcheckout,GG-14,gitcoin,118.34484158939853
stiame,PartnerRound - 0x9b9c6a72a8d7cdcc3bc244502ed4707218ce8b14 - 10,gitcoin,26.22854847921651
glosseta,GG-13,gitcoin,92.295821294021
revoke-cash,retropgf3,optimism,521741.255
,PartnerRound - 0x64896b6e2e65bbd9c3bb2415f884b651eb9159a0 - 42161,gitcoin,1.0835633277893066
wp-rainbow-davisshaver,retropgf2,optimism,13842.0
rainbow,retropgf3,optimism,615386.835
0xsend,retrofunding4,optimism,2507.1241569871
kernel-community,retropgf2,optimism,198052.5
beefy-finance,grants_season_1,optimism,650000.0
discoverselab,GG-20 - 25,gitcoin,38.033980022651676
blockscout,GG-06,gitcoin,22.44699474062665
pool-together,GG-12,gitcoin,1.1
orbuculum-dao,GG-17 - 0x421510312c40486965767be5ea603aa8a5707983,gitcoin,8.7403275966644287
aura,grants_season_4,optimism,262500.0
dethcrypto,GG-14,gitcoin,64.881745952811613
blockscout,retropgf2,optimism,97888.5
kontext-app,GG-10,gitcoin,3.979420314387597
,PartnerRound - 26 - 137,gitcoin,0.074912562966346741
go-ethereum,retropgf2,optimism,345885.0
copin-protocol,retropgf3,optimism,97391.7
chainlink,GG-15,gitcoin,8.3420413874583765
,PartnerRound - 0xcbc12686f72740b1543497d98c851f672fc2580e - 10,gitcoin,0.85000039637088776
dapp-learning-dao,GG-12,gitcoin,2.10977
democracyearth,GG-13,gitcoin,20.796523001488694
nnsprotocol,retrofunding4,optimism,13324.5267032699
sourcify-ethereum,retropgf3,optimism,695654.995
opdelegate-michael-vander-meiden,missions_season_4,optimism,139500.0
airgap-it,grants_season_3,optimism,27000.0
archlyfi,retrofunding4,optimism,0.0
delegation-tools,retropgf2,optimism,35461.5
gelato,retropgf3,optimism,267559.355
fractal-visions,retropgf3,optimism,43478.435
lemonatio,grants_season_4,optimism,140000.0
tokepad-smolstudios,retrofunding4,optimism,3061.2979440746
upchain-lbc-team,GG-12,gitcoin,1.1837652820307
grindery-io,grants_season_4,optimism,17500.0
dspytdao,retropgf3,optimism,69565.51
frame-floating,GG-15,gitcoin,1.1
yearn,grants_season_2,optimism,1250000.0
pool-together,GG-10,gitcoin,6.4047905090082278
xswaplink,retrofunding4,optimism,69440.3318835347
,PartnerRound - 0x0bbd781509c0ac5dcf9f4d7884dc080931ae22df - 42161,gitcoin,0.016183130443096161
nodeguardians,retropgf2,optimism,30417.0
l2beat,retropgf2,optimism,384441.0
solidity-ethereum,retropgf2,optimism,326074.5
nodeguardians,retropgf3,optimism,173913.74
hai-on-op,retrofunding4,optimism,31591.1243374993
yahoo,contributions,opencollective,125000.0
distributed-press,GG-13,gitcoin,31.063371332173865
velodrome,grants_season_2,optimism,5000000.0
infusion-finance,retrofunding4,optimism,8702.85123260169
copin-protocol,retrofunding4,optimism,8892.83869875609
rainbow,grants_season_2,optimism,525086.25
d-hedge,retrofunding4,optimism,18821.1255360438
rainbow,retrofunding4,optimism,214460.849252175
premiafinance,grants_season_3,optimism,352500.0
tklauser,contributions,opencollective,10041.54
paragraph-xyz,retrofunding4,optimism,135617.067988009
synthetix,grants_season_1,optimism,9000000.0
snapshot-labs,retropgf2,optimism,218548.5
redprint-ratimon,retrofunding5,optimism,147309.47260926
virtual-protocol,retrofunding4,optimism,15311.722324828
wildcards-protocol,retropgf3,optimism,139130.985
gitcoin,retrofunding4,optimism,65208.2266629642
paws-vote-mykcryptodev,retrofunding4,optimism,6126.80793324768
kiwi-news-attestate,retropgf3,optimism,99113.455
synapse,grants_season_1,optimism,1000000.0
ethstaker,retropgf3,optimism,286957.685
snekmate,retropgf3,optimism,173913.74
michaelcohen716-crypto-composite,retrofunding4,optimism,3288.23218788535
cyfrin,retropgf3,optimism,295653.365
llamanodes,grants_season_4,optimism,175000.0
roll-op-0xfableorg,retropgf3,optimism,260870.61
abi-to-sol-gnidan,retropgf3,optimism,203463.435
commons-stack,CGrants - Direct,gitcoin,14478.955398031523
geo-web,CGrants - Direct,gitcoin,6752.7375059282222
kontext-app,CGrants - Direct,gitcoin,1782.1164159835319
hardhat-nomicfoundation,CGrants - Direct,gitcoin,7297.300436796032
crypto-fees-dmihal,CGrants - Direct,gitcoin,7837.9182274322848
pepemon-dao,CGrants - Direct,gitcoin,2089.0375473376353
migalabs,CGrants - Direct,gitcoin,105.8804322288026
nft-pricefloor,CGrants - Direct,gitcoin,2263.4858435165061
data4builders,CGrants - Direct,gitcoin,3154.3551348683568
taterdao,CGrants - Direct,gitcoin,149.03021404499998
descier,CGrants - Direct,gitcoin,5.846825
plume-sig,CGrants - Direct,gitcoin,1540.9280239571117
lighthouse-sigp,GG-05,gitcoin,2242.98206854371
commons-stack,GG-06,gitcoin,4264.5115303314551
buidlguidl,GG-08,gitcoin,3432.1874347135845
walletconnect,GG-08,gitcoin,13080.524396773326
democracyearth,GG-08,gitcoin,1234.0806950927081
kernel-community,GG-08,gitcoin,13724.75478607695
,GG-09,gitcoin,1341765.88983816
rekthq,GG-09,gitcoin,42832.319611622792
lexdao,GG-09,gitcoin,247.56071924823118
depayfi,GG-09,gitcoin,974.19326549703771
frame-floating,GG-10,gitcoin,5752.4464411975923
idena-network,GG-10,gitcoin,15372.726102743607
wighawag,GG-10,gitcoin,6886.5794599005412
geo-web,GG-11,gitcoin,19724.667291484278
dappnode,GG-11,gitcoin,13691.35512231022
rotki,GG-11,gitcoin,58184.411668977751
prettier-solidity,GG-11,gitcoin,197.37119746065017
bloomnetwork,GG-11,gitcoin,4009.0879123647233
eth-wizard-stake-house,GG-11,gitcoin,6039.3978113221256
lifinance,GG-11,gitcoin,61723.481528839926
fracton-ventures,GG-11,gitcoin,23529.547003612006
shenanigandapp,GG-11,gitcoin,947.50371523831313
opendataforweb3,GG-12,gitcoin,25.353938963320957
otterscan,GG-12,gitcoin,5272.1100268218734
defi-llama,GG-12,gitcoin,60214.508166055988
treejer,GG-13,gitcoin,34608.726714003424
crypto-fees-dmihal,GG-13,gitcoin,3542.5011023884153
leastauthority,GG-13,gitcoin,8187.3234323307661
proof-of-humanity,GG-13,gitcoin,2437.1804737715593
lighthouse-sigp,GG-14,gitcoin,97425.842035265639
kredeum,GG-14,gitcoin,28846.917583826627
dfarchon,GG-14,gitcoin,6659.2215723427853
urbanika,GG-14,gitcoin,7297.7029532629895
justcause-smeee23,GG-14,gitcoin,2.0765255437764716
creatordao-project,GG-14,gitcoin,3082.1093606418517
defi-llama,GG-15,gitcoin,116624.98273860817
guild-w,GG-15,gitcoin,871.39577587654423
examp-llc,GG-15,gitcoin,6727.8139925342257
descier,GG-15,gitcoin,3688.2972768546892
,GG-16 (Open Source Software),gitcoin,833004.90626399417
starksheet-the-candy-shop,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,1823.1834981366992
tor-project,GG-17 - 0x12bb5bbbfe596dbc489d209299b8302c3300fa40,gitcoin,2074.2781560644507
otterscan,GG-17 - 0x64e5b2228ef31437909900b38fc42dd5e4b83147,gitcoin,130.28434836864471
heavenstoolsllc,GG-17 - 0x64e5b2228ef31437909900b38fc42dd5e4b83147,gitcoin,978.70971095561981
,GG-17 - 0x8aa06b3b8cac2970857f4e0fd78f21dc01aade94,gitcoin,10247.545103471726
dagora-playground,GG-17 - 0x9c3b81967eafba0a451e324417dd4f3f353b997b,gitcoin,133.59575332701206
givepraise,GG-17 - 0x9c3b81967eafba0a451e324417dd4f3f353b997b,gitcoin,210.313910856843
buidlguidl,GG-17 - 0xaa40e2e5c8df03d792a52b5458959c320f86ca18,gitcoin,183.95368590950966
fusionx-finance,GG-17 - 0xf1c021df6dc6b2dc2e5a837cdfddc2f42503233b,gitcoin,4525.9698392786086
eoa-blockchain-labs,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,gitcoin,4186.2017329380869
stereum-dev,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,gitcoin,2611.4689843836668
blockscout,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,gitcoin,12946.532724827362
beacon-chain,GG-18 - 0x222ea76664ed77d18d4416d2b2e77937b76f0a35,gitcoin,7492.0463381935315
0x-boring-security,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,gitcoin,1914.6078880833875
jobstash,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,gitcoin,10599.320058120193
the-stack-report,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,gitcoin,28.812310613500678
learnweb3dao,GG-18 - 0x2871742b184633f8dc8546c6301cbc209945033e,gitcoin,1210.9834237826044
hildr-optimism-java,GG-18 - 0x30c381033aa2830ceb0aa372c2e4d28f004b3db9,gitcoin,20.164366604061797
defilab-xyz,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,5552.6708726121942
proveuswrong,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,369.78789202436906
shapeshift,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,5583.5678919118764
robo-labs,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,471.58239808765353
helheimlabs,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,584.50708234361412
commons-stack,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,1178.3069872522105
open-cann,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,372.85787812764335
starksheet-the-candy-shop,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,3675.388625169126
poapin-glory-lab,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,11370.710690018717
peerwork,GG-18 - 0x8de918f0163b2021839a8d84954dd7e8e151326d,gitcoin,219.39948015550476
pairwise-general-magic,GG-18 - 0x9331fde4db7b9d9d1498c09d30149929f24cf9d5,gitcoin,41.873146624689142
kulaearth,GG-18 - 0xb6be0ecafdb66dd848b0480db40056ff94a9465d,gitcoin,3551.0029084674989
bloomnetwork,GG-18 - 0xb6be0ecafdb66dd848b0480db40056ff94a9465d,gitcoin,2139.4624836623666
plants-and-pillars,GG-18 - 0xb6be0ecafdb66dd848b0480db40056ff94a9465d,gitcoin,1264.2283915847302
luncosim,GG-19 - 0x0f0b9d9f72c1660905c57864e79ceb409ada0c9e,gitcoin,510.90698208007962
snipermonke-projects,GG-19 - 0x3ac78e1ae5086904d53b41c747188216789f59a7,gitcoin,5427.6414715491746
ethereumeg,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,399.66216809302421
urbanika,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,1668.4108219093666
l2planet,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,891.01548850332154
metricsdao,GG-19 - 0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,gitcoin,690.43012287814577
eoa-blockchain-labs,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,gitcoin,7960.4947331900048
ethers-io,GG-19 - 0xa1d52f9b5339792651861329a046dd912761e9a9,gitcoin,17093.857721856893
,GG-19 - 0xb5c0939a9bb0c404b028d402493b86d9998af55e,gitcoin,3224.1912274376464
heyxyz,GG-19 - 0xc34745b3852df32d5958be88df2bee0a83474001,gitcoin,5142.08217129918
wuw-whateveryouwant,GG-19 - 0xc34745b3852df32d5958be88df2bee0a83474001,gitcoin,95.048224689428139
smoothly-protocol,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,1163.5879817974228
wighawag,GG-19 - 0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,gitcoin,802.70881743303107
,GG-19 - 0xe60a569ec8aac2045d9fda306dc2a16cc1e52a90,gitcoin,18987.345640213352
beacon-chain,GG-20 - 24,gitcoin,3805.8268799986304
metamail,GG-20 - 25,gitcoin,4187.8979683505058
wighawag,GG-20 - 25,gitcoin,254.65706807146955
theforus,GG-20 - 25,gitcoin,611.86032335539494
ipfs,GG-20 - 26,gitcoin,1254.8927703619652
idena-network,GG-20 - 26,gitcoin,11549.628251849375
helheimlabs,GG-20 - 27,gitcoin,914.95899728471989
basin-global,GG-20 - 29,gitcoin,418.0632481935254
,GG-20 - 39,gitcoin,16584.35654666851
hypercerts,GG-21 - 11,gitcoin,3661.297589238558
,GG-21 - 385,gitcoin,35614.5501066678
synpress-synthexio,GG-21 - 389,gitcoin,776.745586124302
scopelift,GG-21 - 389,gitcoin,12579.435561023998
,GG-21 - 57,gitcoin,35007.589118892967
chimi-co,GG-22 - 608,gitcoin,1130.703854612615
tor-project,GG-22 - 608,gitcoin,18098.1458926677
d-hedge,GG-22 - 608,gitcoin,649.68423543879794
opensource-observer,GG-22 - 609,gitcoin,7639.237111016736
usecannon,GG-22 - 609,gitcoin,1278.3813089251876
ethscriptions-protocol,GG-22 - 610,gitcoin,16519.117816045804
l2beat,GG-22 - 610,gitcoin,35227.580175432216
,GG-22 - 641,gitcoin,22123.034455038447
eth-limo,GG-22 - 642,gitcoin,4903.9503769905868
ecosynthesisx,PartnerRound - 0x1b31479c4d1ae2aeff2aaf821de0edc00c4af3eb - 250,gitcoin,842.35005187988281
,PartnerRound - 0x48d2aaaefb338b813a28af627bda1b8aa70890f5 - 10,gitcoin,2507.0533944347408
1hive,PartnerRound - 0x546b0bf47c5b5253ff83c8d614662adb7d3ba9b1 - 137,gitcoin,4776.3935401228246
cyfrin,PartnerRound - 0x59d79b22595b17af659ce9b03907615f53742c57 - 42161,gitcoin,520.30203152785589
ecosynthesisx,PartnerRound - 0xa26d3e503c1554d64c94ef2afe943575d8648960 - 324,gitcoin,262.32787184956931
iberoam,PartnerRound - 0xa26d3e503c1554d64c94ef2afe943575d8648960 - 324,gitcoin,130.78282293157827
ecosynthesisx,PartnerRound - 0xabdb3a90fd5678cc180734ea945514e9b2197ae9 - 324,gitcoin,1080.1493483401798
,PartnerRound - 0xb6e066444fafe576f82b751dd63408f15ea7b5e8 - 424,gitcoin,2241.703208561561
sociallayer-im,PartnerRound - 0xd875fa07bedce182377ee54488f08f017cb163d4 - 10,gitcoin,16488.946050289982
,PartnerRound - 0xe03ebeb65bf0704f208bff15d994ea246d69b96c - 137,gitcoin,6121.234217981877
viaprize,PartnerRound - 0xf89aad3fad6c3e79ffa3ccc835620fcc7e55f919 - 10,gitcoin,12450.675924528752
,PartnerRound - 30 - 10,gitcoin,3097.5299471128387
,PartnerRound - 5 - 137,gitcoin,25.164625864457676
webpack,contributions,opencollective,1707307.8699999999
eslint,contributions,opencollective,820038.03000000038
emotion-js,contributions,opencollective,56493.070000000007
immerjs,contributions,opencollective,3539.73
level,contributions,opencollective,1003.0
browserslist,contributions,opencollective,16963.48
freezingmoon,contributions,opencollective,11894.0
beacon-chain,GG-06,gitcoin,387.34172198248882
leastauthority,GG-06,gitcoin,30.062663423414097
zeropoolnetwork,GG-07,gitcoin,133.62790476435271
